Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Cyber Dragon Zwei	ABPF	CyberDragonZwei	Machine/Effect	Light	4	1500	1000			If this card attacks an opponent's monster, this card gains 300 ATK during the Damage Step only. Once per turn, you can reveal 1 Spell Card in your hand to treat this card's name as "Cyber Dragon" until the End Phase. This card's name is treated as "Cyber Dragon" while in the Graveyard.
Dark Bug	ABPF	DarkBug	Insect/Effect	Dark	1	100	100			When this card is Normal Summoned, select and Special Summon 1 Level 3 Tuner monster from your Graveyard. The effect(s) of that monster is negated.
Destruct Potion	ABPF	DestructPotion	Normal Trap							Select 1 monster you control. Destroy it, and gain Life Points equal to its ATK.
Djinn Cursenchanter of Rituals	ABPF	DjinnCursenchanterofRituals	Fiend/Effect	Dark	4	1700	1000			When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. While the Ritual Monster this card was used in the Ritual Summon for is face-up on the field, negate the effect(s) of Synchro Monsters.
Djinn Disserere of Rituals	ABPF	DjinnDisserereofRituals	Fiend/Effect	Dark	1	200	200			When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is not affected by Trap Cards.
Djinn Prognosticator of Rituals	ABPF	DjinnPrognosticatorofRituals	Fiend/Effect	Dark	3	400	300			When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. When the monster Ritual Summoned using this card inflicts Battle Damage to your opponent, your opponent must select and discard 1 card.
Dragon Queen of Tragic Endings	ABPF	DragonQueenofTragicEndings	Dragon/Effect	Dark	6	1900	2600			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by controlling 3 or more face-up Continuous Spell Cards. When this attacking card inflicts Battle Damage to your opponent, your opponent selects and sends 1 card from their hand to the Graveyard, and you draw 1 card. During your Standby Phase, if this card is in your Graveyard and was sent there from the field, you can send 1 face-up Continuous Spell Card you control to the Graveyard to Special Summon this card from the Graveyard.
Dragonic Guard	ABPF	DragonicGuard	Dragon/Effect	Fire	4	1500	1800			Each time a monster is Normal Summoned or Set, place 1 Dragonic Counter on this card. You can send this face-up card to the Graveyard to Special Summon 1 Dragon-Type monster from your Deck whose Level is less than or equal to the number of Dragonic Counters on this card.
Drill Synchron	ABPF	DrillSynchron	Machine/Tuner	Earth	3	800	300			While you control this face-up card, during each battle between a Warrior-Type attacking monster you control and a Defense Position monster whose DEF is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent. Once per turn, when you inflict battle damage to your opponent with this effect, you can draw 1 card.
Drill Warrior	ABPF	DrillWarrior	Warrior/Synchro/Effect	Earth	6	2400	2000			Once per turn, during your Main Phase, you can halve this card's ATK (permanently). If you do, it can attack your opponent directly this turn. Once per turn, during your Main Phase, you can discard 1 card and remove this card from play. During your next Standby Phase, Special Summon this card, if removed by this effect. Then, add 1 Monster Card from your Graveyard to your hand.
Earthbound Linewalker	ABPF	EarthboundLinewalker	Fiend/Effect		4	1200	1900			Earthbound Immortal monsters cannot be destroyed by their own effects.
Evil Blast	ABPF	EvilBlast	Normal Trap							Activate only when a monster is Special Summoned to your opponent's side of the field. Equip this card to that monster. It gains 500 ATK. During each of your opponent's Standby Phases, inflict 500 damage to your opponent.
Fiendish Chain	ABPF	FiendishChain	Continuous Trap							Select 1 face-up Effect Monster on the field. Its effect(s) is negated, and it cannot attack. If it is destroyed, destroy this card.
Fire Ant Ascator	ABPF	FireAntAscator	Insect/Tuner	Earth	3	700	1300			When this card is destroyed by battle and sent to the Graveyard, you can select and Special Summon 1 Level 5 monster from your Graveyard. Its effect(s) is negated, and it is sent to the Graveyard during the End Phase of this turn.
Forgotten Temple of the Deep	ABPF	ForgottenTempleoftheDeep	Continuous Trap							While this card is on the field, this card's name is treated as "Umi". Once per turn, you can select and remove from play 1 face-up Level 4 or lower Fish-Type, Sea Serpent-Type, or Aqua-Type monster you control. (This effect can be activated during either player's turn.) Special Summon it during your End Phase.
Gale Dogra	ABPF	GaleDogra	Insect/Effect	Earth	2	650	600			You can pay 3000 Life Points to discard 1 monster from your Extra Deck to the Graveyard.
Garlandolf, King of Destruction	ABPF	GarlandolfKingofDestruction	Fiend/Ritual/Effect	Dark	7	2500	1400			This card can only be Ritual Summoned with the Ritual Spell Card, "Ritual of Destruction". When this card is Ritual Summoned, destroy all other face-up monsters on the field with DEF less than or equal to this card's ATK. This card gains 100 ATK for each monster destroyed by this effect.
Gravekeeper's Descendant	ABPF	GravekeepersDescendant	Spellcaster/Effect	Dark	4	1500	1200			You can Tribute 1 face-up "Gravekeeper's" monster you control, except this card, to destroy 1 card your opponent controls.
Gravekeeper's Priestess	ABPF	GravekeepersPriestess	Spellcaster/Effect	Dark	3	1000	1500			The field is treated as "Necrovalley". If there is a face-up Field Spell Card, this effect is not applied. All face-up "Gravekeeper's" Monsters gain 200 ATK and DEF.
Gravekeeper's Stele	ABPF	GravekeepersStele	Normal Spell							Select 2 "Gravekeeper's" monsters in your Graveyard and add them to your hand. This effect cannot be negated by the effect of "Necrovalley".
Gravekeeper's Visionary	ABPF	GravekeepersVisionary	Spellcaster/Effect	Dark	8	2000	1800			You can Normal Summon this card by Tributing 1 "Gravekeeper's" monster. This card gains 200 ATK for each "Gravekeeper's" monster in your Graveyard. If this face-up card on the field would be destroyed, you can discard 1 "Gravekeeper's" monster instead.
Gundari	ABPF	Gundari	Pyro/Spirit	Fire	4	1000	200			This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. If this card battles a Synchro Monster, return both monsters to their owner's hands at the start of the Damage Step (without damage calculation).
Informer Spider	ABPF	InformerSpider	Insect/Effect	Earth	4	500	1800			When this card is sent from the field to the Graveyard by a card effect, take control of 1 Defense Position monster your opponent controls.
Inverse Universe	ABPF	InverseUniverse	Normal Trap							Switch the ATK and DEF of all face-up Effect Monsters on the field.
Iron Core Specimen Lab	ABPF	IronCoreSpecimenLab	Field Spell							During each of your End Phases, destroy this card unless you reveal 1 "Iron Core of Koa'ki Meiru" in your hand. Each time a "Koa'ki Meiru" monster on the field is destroyed during the End Phase, its owner can add 1 "Koa'ki Meiru" monster from their deck to their hand.
Koa'ki Meiru Urnight	ABPF	KoakiMeiruUrnight	Beast-Warrior/Effect	Earth	4	2000	1500			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Beast-Warrior-Type monster in your hand. Once per turn, you can reveal 1 "Iron Core of Koa'ki Meiru" in your hand to Special Summon 1 Level 4 or lower "Koa'ki Meiru" monster from your Deck, except "Koa'ki Meiru Urnight".
Lair Wire	ABPF	LairWire	Normal Trap							Remove from play 1 Insect-Type monster from your Graveyard and select 1 monster your opponent controls and destroy the selected monster.
Machine Assembly Line	ABPF	MachineAssemblyLine	Continuous Spell							All face-up Machine-Type monsters on the field gain 200 ATK. Each time a Machine-Type monster(s) on the field is destroyed, place 2 Junk Counters on this card. You can send this card to the Graveyard to select and Special Summon 1 Machine-Type monster in from your Graveyard, whose Level is less than or equal to the number of Junk Counters on this card.
Machine King - 3000 B.C.	ABPF	MachineKing3000BC	Continuous Trap							After activation, Special Summon this card; it is treated as an Effect Monster Card (Machine-Type/EARTH/Level 4/ATK 1000/DEF 1000). You cannot Normal or Special Summon another monster the turn you activate this card. Once per turn, you can Tribute 1 Machine-Type monster to have this card gain ATK equal to the Tributed monster's ATK, until the End Phase. (This card is still treated as a Trap Card.)
Magic Hole Golem	ABPF	MagicHoleGolem	Rock/Effect	Dark	3	0	2000			Once per turn, you can select 1 face-up monster you control. Its ATK is halved until the End Phase, and it can attack your opponent directly this turn. During the turn you activate this effect, only the selected monster can attack.
Majestic Red Dragon	ABPF	MajesticRedDragon	Dragon/Synchro/Effect	Dark	10	4000	3000			This card cannot be destroyed by card effects. If this card attacks, destroy all Defense Position monsters on the field after damage calculation. Once per turn, you can negate the effect(s) of 1 face-up monster your opponent controls and have this card gain ATK equal to the negated monster's ATK, until the End Phase. During the End Phase, return this card from the field to the Extra Deck, and Special Summon 1 "Red Dragon Archfiend" from your Graveyard.
Meteor Flare	ABPF	MeteorFlare	Normal Trap							Activate by sending 2 cards from your hand to the Graveyard while your opponent has more than 3000 Life Points. Inflict 2000 damage to your opponent. If this card is in the Graveyard, you can add it to your hand instead of conducting your normal draw during your Draw Phase.
Moon Dragon Quilla	ABPF	MoonDragonQuilla	Dragon/Synchro/Effect	Dark	6	2500	2000			When this card is selected as an attack target, gain Life Points equal to half the attacking monster's ATK. If this card on the field is destroyed, you can Special Summon 1 "Sun Dragon Inti" from your Graveyard.
Nature's Reflection	ABPF	NaturesReflection	Normal Trap							During this turn, any effect activated by your opponent that would inflict damage becomes an effect that inflicts damage to their Life Points.
Offering to the Immortals	ABPF	OfferingtotheImmortals	Normal Trap							Activate only when your opponent's monster declares a direct attack while you have 3000 or less Life Points. Negate the attack, and Special Summon 2 "Ceremonial Tokens" (Rock-Type/EARTH/Level 1/ATK 0/DEF 0), and add 1 "Earthbound Immortal" card, "Earthbound Revival", or "Roar of the Earthbound" from your Deck to your hand. "Ceremonial Tokens" cannot be Tributed, except for a Tribute Summon of an "Earthbound Immortal" monster, and cannot be used as Synchro Material monsters.
Ogre of the Scarlet Sorrow	ABPF	OgreoftheScarletSorrow	Fiend/Effect	Dark	4	0	0			During your opponent's turn, when your opponent declares a second direct attack during the same Battle Phase, you can Special Summon this card from your hand. When you do, this card's ATK and DEF becomes equal to the ATK and DEF of the first monster that attacked directly this turn, if it is still face-up on the field. The turn this card is Special Summoned with this effect, your opponent cannot select monsters other than this card as an attack target while this card is face-up on the field.
Oilman	ABPF	Oilman	Machine/Union	Earth	2	400	400			Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control as an Equip Card, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, if the equipped monster destroys an opponent's monster by battle, draw 1 card. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Oracle of the Sun	ABPF	OracleoftheSun	Spellcaster/Effect	Light	5	1000	2000			If your opponent controls a monster and you control no monsters, you can Special Summon this card from your hand. When this card on the field is destroyed and sent to the Graveyard, you can add to your hand 1 "Fire Ant Ascator" or 1 "Supay" from your Deck.
Pandaborg	ABPF	Pandaborg	Psychic/Effect	Water	4	1700	1400			When this card is destroyed by battle and sent to the Graveyard, you can pay 800 Life Points to Special Summon 1 Level 4 Psychic-Type monster from your Deck.
Pot of Benevolence	ABPF	PotofBenevolence	Normal Spell							Select 2 cards from the Graveyard(s), and shuffle them into their owner's Deck(s). After activation, remove this card from play instead of sending it to the Graveyard. You can only activate 1 "Pot of Benevolence" per turn.
Power Invader	ABPF	PowerInvader	Fiend/Effect	Dark	5	2200	0			If your opponent controls 2 or more monsters, you can Normal Summon this card without Tributing.
Power Pickaxe	ABPF	PowerPickaxe	Equip Spell							Once per turn, you can select and remove from play 1 monster in your opponent's Graveyard whose Level is less than or equal to the equipped monster's, and have the equipped monster gain 500 ATK until the End Phase.
Power Supplier	ABPF	PowerSupplier	Spellcaster/Effect	Earth	2	400	400			Once per turn, you can select 1 face-up monster you control. It gains 400 ATK while you control this face-up card. (A monster cannot gain more than 400 ATK from this card's effect.)
Psi-Curse	ABPF	PsiCurse	Normal Trap							Activate only when a face-up Psychic-Type monster you control is destroyed by battle with an opponent's attacking monster and sent to the Graveyard. Destroy the attacking monster, and inflict damage to your opponent equal to the Level of your destroyed Psychic-Type monster x 300.
Reptilianne Gardna	ABPF	ReptilianneGardna	Reptile/Effect	Water	4	0	2000			When this card you control is destroyed and sent to the Graveyard, add 1 "Reptilianne" monster from your Deck to your hand.
Reptilianne Naga	ABPF	ReptilianneNaga	Reptile/Effect	Dark	1	0	0			This card cannot be destroyed by battle. The ATK of any monster that battles this card becomes 0 at the end of that Battle Phase. During your End Phase, change this face-up Defense Position card on the field to face-up Attack Position.
Reptilianne Rage	ABPF	ReptilianneRage	Equip Spell							The equipped monster is treated as Reptile-Type. It gains 800 ATK. When this card is destroyed and sent to the Graveyard, select 1 face-up monster your opponent controls. It loses 800 ATK.
Reptilianne Servant	ABPF	ReptilianneServant	Reptile/Effect	Dark	1	100	100			Destroy this card if there are face-up monsters on the field other than this card. Destroy this card when it is targeted by the effect of a Spell or Trap Card. Neither player can Normal Summon a monster while this card is face-up on the field.
Reptilianne Vaskii	ABPF	ReptilianneVaskii	Reptile/Effect	Dark	8	2600	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 face-up monsters with 0 ATK from anywhere on the field. Once per turn, you can select and destroy 1 face-up monster your opponent controls. There can only be 1 face-up "Reptilianne Vaskii" on the field.
Ritual Cage	ABPF	RitualCage	Continuous Spell							While this card is on the field, Battle Damage to you from a Battle involving a face-up Ritual Monster you control becomes 0. Also, a face-up Ritual Monster you control cannot become the target of or destroyed by an Effect Monster's effect.
Ritual of Destruction	ABPF	RitualofDestruction	Ritual Spell							This card is used to Ritual Summon "Garlandolf, King of Destruction". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. During your Main Phase, you can remove from play this card from your Graveyard. If you do, during this turn, any monster destroyed by battle with a Ritual Monster you control will be returned to the top of the Deck instead of being sent to the Graveyard.
Rocket Pilder	ABPF	RocketPilder	Equip Spell							While the equipped monster is attacking, it cannot be destroyed by battle. (Damage calculation is applied normally.) At the end of the Damage Step when the equipped monster attacks, the attack target monster loses ATK equal to the ATK of the equipped monster, until the End Phase.
Rose Fairy	ABPF	RoseFairy	Plant/Effect	Wind	3	600	1200			If this card is added from your Deck to your hand by the effect of a Spell, Trap, or Monster Card, you can Special Summon this card.
Saber Hole	ABPF	SaberHole	Counter Trap							Activate only while you control a face-up "X-Saber" monster. Negate the Summon of a monster, and destroy it.
Serpent Suppression	ABPF	SerpentSuppression	Continuous Trap							Face-up Attack Position monsters your opponent controls with 0 ATK cannot be destroyed by battle by "Reptilianne" monsters.
Shield Wing	ABPF	ShieldWing	Winged Beast/Effect	Wind	2	0	900			Up to twice per turn, if this card would be destroyed by battle, it is not destroyed.
Shield Worm	ABPF	ShieldWorm	Insect/Effect	Earth	4	800	2000			When this card is Summoned, it is changed to Defense Position. Then, send 1 card from the top of your opponent's Deck to the Graveyard for each face-up Insect-Type monster you control.
Shreddder	ABPF	Shreddder	Machine/Effect	Earth	4	1600	1000			Once per turn, you can send 1 Machine-Type monster from your hand to the Graveyard to destroy 1 face-up monster your opponent controls whose Level is less than or equal to that monster's.
Skull Conductor	ABPF	SkullConductor	Zombie/Effect	Dark	4	2000	0			If this card is face-up on the field at the end of the Battle Phase, destroy it. You can send this card from your hand to the Graveyard to Special Summon up to 2 Zombie-Type monsters from your hand whose combined ATK is exactly 2000.
Spider's Lair	ABPF	SpidersLair	Continuous Spell							Once per turn, you can select 1 face-up Insect-Type monster you control. While this card remains on the field, any opponent's monster that battles with one of those monsters is changed to Defense Position at the end of the Battle Phase, and cannot change its battle position while this card is on the field.
Sun Dragon Inti	ABPF	SunDragonInti	Dragon/Synchro/Effect	Light	8	3000	2800			When this card is destroyed by battle and sent to the Graveyard, destroy the monster that destroyed this card, and inflict damage to your opponent equal to half that monster's ATK. If this card on the field is destroyed, during the Standby Phase of the next turn, you can Special Summon 1 "Moon Dragon Quilla" from your Graveyard.
Supay	ABPF	Supay	Fiend/Tuner	Earth	1	300	100			When this card is sent from the field to the Graveyard by a card effect, you can Special Summon 1 "Oracle of the Sun" from your Deck. The ATK of that monster is doubled, and it returns to the owner's hand during the End Phase of that turn.
Super-Nimble Mega Hamster	ABPF	SuperNimbleMegaHamster	Beast/Effect	Earth	4	1100	1800			FLIP: You can Special Summon 1 Level 3 or lower Beast-Type monster from your Deck in face-down Defense Position.
Sword Master	ABPF	SwordMaster	Warrior/Tuner	Earth	3	1200	3			If a Warrior-Type monster you control attacks your opponent's monster, and the opponent's monster is not destroyed by battle, at the end of the Damage Step you can Special Summon this card from your hand. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Synchro Control	ABPF	SynchroControl	Quick-Play Spell							Activate only if you have no Synchro Monsters on your side of the field or in your Graveyard. Pay 1000 Life Points and select 1 face-up Synchro Monster your opponent controls. Take control of the selected monster until the End Phase of your turn.
Temple of the Sun	ABPF	TempleoftheSun	Continuous Spell							Face-up monsters you control that were Special Summoned from the Graveyard gain 300 ATK.
The Dragon Dwelling in the Deep	ABPF	TheDragonDwellingintheDeep	Sea Serpent/Effect	Water	4	1700	1400			Place 1 Ocean Counter on this card during each player's Standby Phases. When this card is removed from the field, all Fish-Type and Sea Serpent-Type monsters you control gain 200 ATK for each Ocean Counter on this card, until the End Phase.
Tricular	ABPF	Tricular	Machine/Effect	Earth	3	300	300			When this card is destroyed by battle, you can Special Summon 1 "Bicular" from your hand or Deck.
Tuner's Scheme	ABPF	TunersScheme	Continuous Trap							Activate only when a Synchro Monster is Special Summoned to your opponent's side of the field. Take control of that Synchro Monster. Remove it from play when it is destroyed. Destroy this card when that monster is removed from the field.
Underground Arachnid	ABPF	UndergroundArachnid	Insect/Synchro/Effect	Earth	6	2400	1200			If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. Once per turn, you can equip 1 face-up monster your opponent controls to this card as an Equip Card. If this card would be destroyed by battle, you can destroy the monster equipped to this card by its effect instead. (You can only equip 1 monster at a time to this card.)
Unicycular	ABPF	Unicycular	Machine	Earth	1	100	100			The third of the brothers, following Tricular and Bicular.
Variety Comes Out	ABPF	VarietyComesOut	Normal Spell							Return 1 face-up Synchro Monster you control to the Extra Deck to select and Special Summon a Tuner monster(s) from your Graveyard, whose total Levels equal the Level of that Synchro Monster. You cannot Synchro Summon the turn you activate this card.
Viper's Rebirth	ABPF	VipersRebirth	Normal Spell							Activate only if all monsters in your Graveyard are Reptile-Type. Select 1 non-Tuner monster in your Graveyard. Special Summon it. Destroy it during the End Phase.
Viser Des	ABPF	ViserDes	Fiend/Effect	Dark	4	500	1200			When this card is Normal Summoned, select 1 monster your opponent controls. Destroy that monster during your 3rd Standby Phase after the Summon. This card cannot be destroyed by battle until this effect is resolved.
Weeping Idol	ABPF	WeepingIdol	Rock/Effect	Dark	2	0	500			You can remove from play 1 Tuner monster in your Graveyard to Special Summon this card from your hand.
Widespread Dud	ABPF	WidespreadDud	Continuous Trap							Select 2 face-up Attack Position monsters on the field. When any of the selected monsters are removed from the field, destroy this card. When this card is destroyed, destroy the selected monster(s).
Witch of the Black Rose	ABPF	WitchoftheBlackRose	Spellcaster/Tuner	Dark	4	1700	1200			This card cannot be Special Summoned. When this card is Normal Summoned while you control no cards, draw 1 card and reveal it. If the card you drew is not a Monster Card, send it to the Graveyard and destroy this card.
XX-Saber Emmersblade	ABPF	XXSaberEmmersblade	Insect/Effect	Earth	3	1300	800			When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Level 4 or lower "X-Saber" monster from your Deck.
XX-Saber Garsem	ABPF	XXSaberGarsem	Beast/Effect	Earth	4	1400	400			When this card on the field is destroyed and sent to the Graveyard by a card effect, add 1 "X-Saber" monster from your Deck to your hand. This card gains 200 ATK for each face-up "X-Saber" monster you control.
XX-Saber Hyunlei	ABPF	XXSaberHyunlei	Warrior/Synchro/Effect	Earth	6	2300	1300			When this card is Synchro Summoned, you can select and destroy up to 3 Spell or Trap Cards on the field.
Zeman the Ape King	ABPF	ZemantheApeKing	Beast/Synchro/Effect	Earth	7	2500	1800			If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step. When an opponent's monster declares an attack, you can send 1 monster from your hand or your side of the field to the Graveyard to negate the attack.
Akz, the Pumer	TSHD	AkzthePumer	Beast-Warrior/Effect	Earth	6	1500	1000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 Beast-Warrior-Type monsters in your Graveyard. Once per turn, you can discard 1 Beast-Warrior-Type monster from your hand to activate 1 of the following effects:  Double this card's ATK until the End Phase  OR This card can attack your opponent directly this turn.
Ally of Justice Core Destroyer	TSHD	AllyofJusticeCoreDestroyer	Machine/Effect	Dark	3	1200	200			If this card attacks or is attacked by a LIGHT monster, destroy that monster at the start of the Damage Step (without damage calculation).
Ally of Justice Light Gazer	TSHD	AllyofJusticeLightGazer	Machine/Synchro/Effect	Dark	8	2400	1600			This card gains 200 ATK for each LIGHT monster in your opponent's Graveyard.
Archfiend Interceptor	TSHD	ArchfiendInterceptor	Fiend/Effect	Dark	4	1400	1600			While you control this face-up Attack Position card, when an opponent's monster declares an attack, inflict 500 damage to your opponent.
Assault Spirits	TSHD	AssaultSpirits	Normal Trap							After activation, this card becomes an Equip Card and is equipped to 1 monster you control. Once per turn, if the equipped monster attacks, during the Damage Step you can send 1 monster with 1000 or less ATK from your hand to the Graveyard to increase the equipped monster's ATK by the sent monster's ATK until the End Phase.
Batteryman AAA	TSHD	BatterymanAAA	Thunder/Effect	Light	4	0	0			When this card is Normal Summoned or flipped face-up, you can Special Summon 1 "Batteryman AAA" from your hand or Graveyard.
Batteryman Fuel Cell	TSHD	BatterymanFuelCell	Thunder/Effect	Light	6	2100	0			If you control 2 or more face-up "Batteryman" monsters, you can Special Summon this card from your hand. Once per turn, you can Tribute 1 other "Batteryman" monster to return 1 card your opponent controls to the owner's hand.
Biofalcon	TSHD	Biofalcon	Machine/Effect	Light	4	1700	1200			When a Machine-Type monster you control is destroyed by battle and sent to the Graveyard while this card is face-up on the field, you can add 1 Machine-Type monster with 1000 or less ATK from your Deck to your hand.
Bird of Roses	TSHD	BirdofRoses	Plant/Effect	Wind	4	1800	1500			When this face-up Attack Position card is attacked, and it is destroyed as a result of battle and sent to the Graveyard, you can Special Summon 2 Plant-Type Tuner monsters from your Deck in face-up Defense Position.
Black Thunder	TSHD	BlackThunder	Normal Trap							Activate when a "Blackwing" monster you control is destroyed by battle and sent to the Graveyard. Inflict 400 points of damage to your opponent for each card they control.
Blackwing - Backlash	TSHD	BlackwingBacklash	Normal Trap							Activate only when your opponent declares a direct attack while there are 5 or more "Blackwing" monsters in your Graveyard. Destroy all monsters your opponent controls.
Blackwing - Bombardment	TSHD	BlackwingBombardment	Normal Trap							Tribute 1 "Blackwing" monster to select 1 face-up Synchro Monster you control. That Synchro Monster gains ATK equal to the Tributed monster's ATK, until the End Phase.
Blackwing - Breeze the Zephyr	TSHD	BlackwingBreezetheZephyr	Winged Beast/Tuner	Dark	3	1100	300			If this card is added from the Deck to your hand by a Spell, Trap, or Effect Monster's effect, you can Special Summon this card. This card cannot be used to Synchro Summon a Synchro Monster except a "Blackwing" monster.
Blackwing - Ghibli the Searing Wind	TSHD	BlackwingGhiblitheSearingWind	Winged Beast/Effect	Dark	3	0	1600			When your opponent declares a Direct attack, you can Special Summon this card from your hand. Once per turn, you can switch this card's original ATK and DEF until the End Phase.
Blackwing - Gust the Backblast	TSHD	BlackwingGusttheBackblast	Winged Beast/Effect	Dark	2	900	1400			If you control no cards, you can Special Summon this card from your hand. While this card is face-up on the field, if your opponent's monster attacks a "Blackwing" monster you control, the attacking monster loses 300 ATK during the Damage Step only.
Black-Winged Dragon	TSHD	BlackWingedDragon	Dragon/Synchro/Effect	Dark	8	2800	1600			Whenever you would take damage from a card effect, place 1 Black Feather Counter on this card instead. This card loses 700 ATK for each Black Feather Counter on it. Once per turn, you can remove all Black Feather Counters on this card to have 1 face-up monster your opponent controls lose 700 ATK for each Black Feather Counter, and inflict damage to your opponent equal to the ATK lost by that monster because of this effect.
Black-Winged Strafe	TSHD	BlackWingedStrafe	Normal Spell							Send 1 "Blackwing" monster from your hand to the Graveyard to select 1 Defense Position monster your opponent controls. Send that monster to the Graveyard.
