Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Earthbound Immortal Aslla Piscu	RGBT	EarthboundImmortalAsllaPiscu	Winged Beast/Effect	Dark	10	2500	2500			There can only be 1 face-up "Earthbound Immortal" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is removed from the field except by its own effect, destroy all monsters your opponent controls and inflict 800 damage to your opponent for each monster destroyed.
Earthbound Immortal Ccapac Apu	RGBT	EarthboundImmortalCcapacApu	Fiend/Effect	Dark	10	3000	2500			There can only be 1 face-up "Earthbound Immortal" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. If this card destroys an opponent's monster by battle, inflict damage to your opponent equal to the destroyed monster's ATK.
Emissary from Pandemonium	RGBT	EmissaryfromPandemonium	Fiend/Tuner/Effect	Earth	7	2600	1800			This card cannot be Special Summoned. You can Normal Summon this card with 1 Tribute. If you do, it becomes Level 5 and its original ATK and DEF are halved.
Emperor Sem	RGBT	EmperorSem	Fiend/Effect	Light	4	1300	2200			Each time you Tribute Summon a monster, each player can select 1 card from their Graveyard and return it to the top of their Deck.
Evil Thorn	RGBT	EvilThorn	Plant/Effect	Dark	1	100	300			You can Tribute this card to inflict 300 damage to your opponent and Special Summon up to 2 "Evil Thorn"(s) from your Deck in face-up Attack Position. Those monsters' effects cannot be activated.
Exploder Dragonwing	RGBT	ExploderDragonwing	Dragon/Synchro/Effect	Dark	7	2400	1600			1 Tuner + 1 or more non-Tuner Dragon-Type monsters If this card battles a monster whose ATK is equal to or less than the ATK of this card, you can destroy the monster immediately with this card's effect without applying damage calculation, and inflict damage to your opponent equal to that monster's ATK.
Fake Feather	RGBT	FakeFeather	Normal Trap							Send 1 "Blackwing" monster from your hand to the graveyard and select 1 Normal Trap Card in your opponent's graveyard. The effect of this card will be the same as the selected Normal Trap Card.
Forbidden Chalice	RGBT	ForbiddenChalice	Quick-Play Spell							One face-up monster on the field gains 400 ATK, but its effect is negated until the End Phase.
G.B. Hunter	RGBT	GBHunter	Warrior/Effect	Earth	4	1200	2000			Cards on the field cannot be returned to the Deck.
Gadget Arms	RGBT	GadgetArms	Machine/Effect	Water	2	200	400			FLIP: Select 1 "Morphtronic" Spell or Trap Card in your Graveyard and add it to your hand.
Gigastone Omega	RGBT	GigastoneOmega	Rock/Effect	Earth	5	1000	2300			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 EARTH monsters from your Graveyard. When this face-up card you control is sent to the Graveyard by a card effect, destroy all Spell and Trap Cards your opponent controls.
Grave of the Super Ancient Organism	RGBT	GraveoftheSuperAncientOrganism	Continuous Trap							All face-up Level 6 or higher Special Summoned monsters on the field cannot declare an attack or activate their effects.
Hardened Armed Dragon	RGBT	HardenedArmedDragon	Dragon/Effect	Earth	4	1500	800			You can send 1 Level 8 or higher monster from your hand to the Graveyard and Special Summon this card. If you Tribute this card for the Tribute Summon of a Level 7 or higher monster, that monster cannot be destroyed by card effects.
Hedge Guard	RGBT	HedgeGuard	Plant/Effect	Earth	3	0	2100			During damage calculation, you can send this card from your hand to the Graveyard to prevent a monster you control from being destroyed by this battle, but that monster's ATK is halved until the End Phase.
Immortal Ruler	RGBT	ImmortalRuler	Zombie/Effect	Earth	4	1800	800			This card cannot be Special Summoned. You can Tribute this card to add 1 "Zombie World" from your Graveyard to your hand.
Iron Core Immediate Disposal	RGBT	IronCoreImmediateDisposal	Normal Spell							Select and send 1 "Iron Core of Koa'ki Meiru" from your Deck to your Graveyard.
Iron Core of Koa'ki Meiru	RGBT	IronCoreofKoakiMeiru	Normal Spell							During your Draw Phase, if this card is in your Graveyard, you can add this card to your hand instead of drawing, and/or send 1 "Koa'ki Meiru" monster from your hand to your Graveyard to add this card to your hand.
Junk Box	RGBT	JunkBox	Normal Spell							Select and Special Summon 1 Level 4 or lower "Morphtronic" monster from your Graveyard. Destroy it during the End Phase.
King of the Beasts	RGBT	KingoftheBeasts	Beast/Effect	Earth	7	2500	800			You can Tribute 1 face-up "Moja" you control to Special Summon this card from your hand or Graveyard. There can only be 1 face-up "King of Beasts" on the field.
Koa'ki Meiru Doom	RGBT	KoakiMeiruDoom	Fiend/Effect	Wind	3	1700	800			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Fiend-Type monster in your hand. Effects of LIGHT and DARK monsters that activate during the Main Phase are negated.
Koa'ki Meiru Drago	RGBT	KoakiMeiruDrago	Dragon/Effect	Wind	4	1900	1600			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Dragon-Type monster in your hand. LIGHT and DARK monsters cannot be Special Summoned.
Koa'ki Meiru Guardian	RGBT	KoakiMeiruGuardian	Rock/Effect	Earth	4	1900	1200			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Rock-Type monster in your hand. You can Tribute this card to negate the activation of an Effect Monster's effect and destroy that monster.
Koa'ki Meiru Ice	RGBT	KoakiMeiruIce	Aqua/Effect	Water	4	1900	1200			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Continuous Spell Card in your hand. You can send 1 card from your hand to the Graveyard to destroy 1 Special Summoned monster on the field.
Koa'ki Meiru Powerhand	RGBT	KoakiMeiruPowerhand	Machine/Effect	Earth	4	2100	1600			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Normal Trap Card in your hand. If this card battles a LIGHT or DARK monster, that monster's effect(s) is negated during the Battle Phase, while this card remains on the field.
Koa'ki Meiru Valafar	RGBT	KoakiMeiruValafar	Fiend/Effect	Fire	8	3000	2100			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard. You can Tribute Summon this monster by Tributing 1 "Koa'ki Meiru" monster. This card cannot be destroyed by the effect of Trap Cards. During battle between this attacking card and a Defense Position monster whose DEF is lower then the ATK of this card, inflict the difference as Damage Damage to your opponent.
Koa'ki Meiru War Arms	RGBT	KoakiMeiruWarArms	Warrior/Effect	Earth	4	1400	1200			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Warrior-Type monster from your hand. Once per turn, you can select 1 level 3 or lower Warrior-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to half of those equipped cards combined ATK. If this card would be destroyed by battle, the monsters equipped are destroyed instead.(There is no limit on the number of monsters that cant be equipped to this card.)
Lava Dragon	RGBT	LavaDragon	Dragon/Effect	Fire	4	1600	1200			You can Tribute this face-up Defense Position card to Special Summon 2 Level 3 or lower Dragon-Type monsters: 1 from your hand, and 1 from your Graveyard.
Level Retuner	RGBT	LevelRetuner	Normal Trap							Reduce the Level of 1 face-up monster you control by up to 2.
Level Warrior	RGBT	LevelWarrior	Warrior/Effect	Light	3	300	600			If there are no monsters on the field, you can Normal Summon this card from your hand as a Level 2 Monster. If your opponent controls a monster and you control no monsters, you can Special Summon this card from your hand as a Level 4 Monster.
Magic Planter	RGBT	MagicPlanter	Normal Spell							Send 1 face-up Continuous Trap Card you control to the Graveyard. Draw 2 cards.
Master Gig	RGBT	MasterGig	Psychic/Effect	Earth	8	2600	1400			Once per turn, you can pay 1000 Life Points to destroy monsters your opponent controls equal to the number of Psychic-Type monsters you control.
Mermaid Archer	RGBT	MermaidArcher	Sea Serpent/Effect	Water	3	1200	200			Once per turn, you can equip 1 Level 3 or lower monster you control to this card. If you do, this card gains 800 ATK. If this card would be destroyed, you can destroy the equipped monster instead. (You can only equip 1 monster at a time to this card.)
Mind Trust	RGBT	MindTrust	Normal Spell							Tribute 1 Level 2 or higher monster. Add 1 Tuner Monster from your Graveyard to your hand whose Level is less than or equal to half of the Tributed monster's.
Minoan Centaur	RGBT	MinoanCentaur	Beast-Warrior/Effect	Earth	6	1800	1000			This card cannot be Special Summoned. You can Tribute this card to Special Summon 2 Level 4 Beast-Warrior-Type Normal Monsters from your Deck.
Miracle Locus	RGBT	MiracleLocus	Normal Trap							Select 1 face-up Attack Position monster you control. Your opponent draws 1 card. The selected monster gains 1000 ATK until the End Phase and can attack up to 2 monsters during this turn's Battle Phase. When it attacks or is attacked this turn, your opponent takes no Battle Damage.
Mirror of Oaths	RGBT	MirrorofOaths	Normal Trap							Activate only when your opponent Special Summons a monster(s) from their Deck. Destroy that monster(s) and draw 1 card.
Moja	RGBT	Moja	Beast/Effect	Earth	1	100	100			When this card is destroyed by battle and sent to the Graveyard, you can add 1 Level 4 Beast-Type monster from your Graveyard to your hand.
Morphtronic Bind	RGBT	MorphtronicBind	Continuous Trap							While you control a face-up "Morphtronic" monster, all Level 4 or higher monsters your opponent controls cannot attack or change their battle positions.
Morphtronic Remoten	RGBT	MorphtronicRemoten	Machine/Tuner/Effect	Earth	3	300	1200			*While in Attack Position: Once per turn, you can remove from play 1 "Morphtronic" monster from your Graveyard and add 1 "Morphtronic" monster with the same Level as that monster from your Deck to your hand. *While in Defense Position: Once per turn, you can send 1 "Morphtronic" monster from your hand to the Graveyard and add 1 "Morphtronic" monster with the same Level as that monster from your Graveyard to your hand.
Morphtronic Repair Unit	RGBT	MorphtronicRepairUnit	Equip Spell							Send 1 "Morphtronic" monster from your hand to the Graveyard and select 1 "Morphtronic" monster in your Graveyard. Special Summon the selected monster and equip it with this card. The equipped monster cannot change its Battle Position. When this card is removed from the Field, destroy the equipped monster.
Morphtronic Scopen	RGBT	MorphtronicScopen	Machine/Tuner/Effect	Light	3	800	1400			*While in Attack Position: Once per turn, you can Special Summon 1 Level 4 "Morphtronic" monster from your hand. *While in Defense Position: While this card is face-up on the field, it is treated as a Level 4 monster.
Morphtronic Videon	RGBT	MorphtronicVideon	Machine/Effect	Light	4	1000	1000			*While in Attack Position: This card gains 800 ATK for each Equip Card equipped to it. *While in Defense Position: This card gains 800 DEF for each Equip Card equipped to it.
Natural Tune	RGBT	NaturalTune	Normal Spell							Select 1 face-up Level 4 or lower Normal Monster you control. It is treated as a Tuner monster while it is face-up on the field.
Ojama Blue	RGBT	OjamaBlue	Beast/Effect	Light	2	0	1000			When this card is destroyed by battle and sent to the Graveyard, you can add 2 "Ojama" cards from your Deck to your hand (this can include "Ojamuscle").
Ojama Country	RGBT	OjamaCountry	Field Spell							Once per turn, you can send 1 "Ojama" card from your hand to the Graveyard to Special Summon 1 "Ojama" monster from your Graveyard. While you control a face-up "Ojama" monster, switch the original ATK and DEF of all monsters on the field.
Ojama Red	RGBT	OjamaRed	Beast/Effect	Light	2	0	1000			When this card is Normal Summoned, you can Special Summon up to 4 "Ojama" monsters from your hand in Attack Position.
One For One	RGBT	OneForOne	Normal Spell						A1/T1	Send 1 Monster Card from your hand to the Graveyard. Special Summon 1 Level 1 monster from your hand or Deck.
Overdoom Line	RGBT	OverdoomLine	Continuous Trap							All Plant-Type monsters Special Summoned from the Graveyard to your side of field while this card is face-up on the field gain 1000 ATK. Destroy this card during your 2nd End Phase after activation.
Overwhelm	RGBT	Overwhelm	Counter Trap							Activate only while you control a face-up Level 7 or higher monster that was Tribute Summoned. Negate the activation of a Trap Card or Effect Monster's effect and destroy that card.
Phoenixian Cluster Amaryllis	RGBT	PhoenixianClusterAmaryllis	Plant/Effect	Fire	8	2200	0			This card cannot be Special Summoned except with its own effect or with "Phoenixian Seed". If this card attacks, it is destroyed after damage calculation. If this card you control is destroyed and sent to the Graveyard, inflict 800 damage to your opponent. During your End Phase, you can remove from play 1 Plant-Type monster from your Graveyard to Special Summon this card from your Graveyard in Defense Position.
Phoenixian Seed	RGBT	PhoenixianSeed	Plant/Effect	Fire	2	800	0			You can send this face-up card to the Graveyard to Special Summon 1 "Phoenixian Cluster Amaryllis" from your hand.
Power Tool Dragon	RGBT	PowerToolDragon	Machine/Synchro/Effect	Earth	7	2300	2500			1 Tuner + 1 or more Non-Tuner monsters Once per turn during your Main Phase, you can select 3 Equip Spell Cards from your Deck, have your opponent pick 1 of them at random, and add it to your hand. Return the remaining cards to your Deck. If this card would be destroyed while equipped with an Equip Spell Card, you can send that card to the Graveyard instead.
Proof of Powerlessness	RGBT	ProofofPowerlessness	Normal Trap							Activate only while you control a face-up Level 7 or higher monster. Destroy all face-up Level 5 or lower monsters your opponent controls. Monsters you control cannot attack this turn.
Psychic Path	RGBT	PsychicPath	Normal Spell							Pay 800 Life Points and select up to 2 of your removed from play Psychic-Type monsters. Add them to your hand.
Reckoned Power	RGBT	ReckonedPower	Normal Trap							Reveal 1 "Iron Core of Koa'ki Meiru" in your hand. Destroy all face-down Spell and Trap Cards your opponent controls.
Reinforced Human Psychic Borg	RGBT	ReinforcedHumanPsychicBorg	Psychic/Effect	Earth	4	1500	800			Up to twice per turn, you can remove 1 Psychic-Type monster from your Graveyard to have this card gain 500 ATK.
Rockstone Warrior	RGBT	RockstoneWarrior	Rock/Effect	Earth	4	1800	1600			You take no Battle Damage from battles involving this card. When this attacking card is destroyed by battle and sent to the Graveyard, Special Summon 2 "Rockstone Tokens" (Rock-Type/Earth/Level 1/ATK 0/DEF 0). These Tokens cannot be Tributed for a Tribute Summon.
Rose Tentacles	RGBT	RoseTentacles	Plant/Effect	Earth	6	2200	1200			This card cannot be Special Summoned. At the beginning of your Battle Phase, this card gains 1 additional attack this turn for each face-up Plant-Type monster your opponent controls. Each time this card destroys a Plant-Type monster by battle, inflict 300 damage to your opponent.
Sea Dragon Lord Gishilnodon	RGBT	SeaDragonLordGishilnodon	Sea Serpent/Synchro/Effect	Water	5	2300	1800			1 Tuner + 1 non-Tuner Level 3 monster When a face-up Level 3 or lower monster on the field is sent to the Graveyard, this card's ATK becomes 3000 until the End Phase of this turn.
Snowman Eater	RGBT	SnowmanEater	Aqua/Effect	Water	3	0	1900			When this card is flipped face-up, destroy 1 face-up monster on the field.
Spell of Pain	RGBT	SpellofPain	Quick-Play Spell							Activate only when an effect is activated that would inflict effect damage to you. Switch the effect damage to your opponent's Life Points instead.
Sphere of Chaos	RGBT	SphereofChaos	Machine/Effect	Dark	5	1600	0			While this card is face-up on the field its Attribute is also treated as LIGHT. Once per turn, this card cannot be destroyed by battle. When this card is Tribute Summoned, you can add 1 Level 3 monster from your Deck to your hand.
Spined Gillman	RGBT	SpinedGillman	Sea Serpent/Effect	Water	3	1300	0			All Fish-Type, Sea Serpent-Type and Aqua-Type monster you control gain 400 ATK.
Strong Wind Dragon	RGBT	StrongWindDragon	Dragon/Effect	Wind	6	2400	1000			This card cannot be destroyed by battle with a monster that has the same ATK. When this card is Tribute Summoned by Tributing a Dragon-Type monster, it gains ATK equal to half the ATK of the Tributed Monster. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Supremacy Berry	RGBT	SupremacyBerry	Normal Spell							If your Life Points were lower than your opponent's when this card was activated, gain 2000 Life Points. If your Life Points were higher than your opponent's, you take 1000 damage.
Swallow Flip	RGBT	SwallowFlip	Counter Trap							Negate the activation of an Effect Monster's effect that activates when a monster is Special Summoned (including itself), and destroy it.
Swallow's Nest	RGBT	SwallowsNest	Quick-Play Spell							Tribute 1 face-up Winged Beast-Type monster you control to Special Summon 1 Winged Beast-Type monster from the Deck with the same Level as the Tributed monster.
Thorn of Malice	RGBT	ThornofMalice	Equip Spell							Equip only to "Black Rose Dragon" or a Plant-Type monster. It gains 600 ATK. When it attacks a Defense Position monster whose DEF is lower than the ATK of this monster, inflict the difference as Battle Damage to your opponent. If it attacks a monster, that monster loses 600 ATK and DEF after damage calculation. An opponent's monster that battles with the equipped monster cannot be destroyed by that battle.
Torapart	RGBT	Torapart	Warrior/Tuner/Effect	Dark	2	600	600			This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Warrior-Type Synchro Monster. If the Synchro Monster that used this card as a Synchro Material Monster attacks, your opponent cannot activate trap Cards until the end of the Damage Step.
Trap Stun	RGBT	TrapStun	Normal Trap							Negate the effects of all other Trap Cards on the field during this turn.
Tree Otter	RGBT	TreeOtter	Beast/Effect	Water	2	1200	100			Once per turn, if you control another face-up Beast-Type monster, you can have 1 face-up monster you control gain 1000 ATK until the End Phase.
Trident Dragion	RGBT	TridentDragion	Dragon/Synchro/Effect	Fire	10	3000	2800			1 Dragon-Type Tuner + 1 or more non-Tuner Dragon-Type monsters This monster cannot be Special Summoned except by Synchro Summon. When this card is Synchro Summoned, you can destroy up to 2 cards you control. If you do, for each card destroyed by this effect, this card gains 1 additional attack this turn.
Tuner Capture	RGBT	TunerCapture	Normal Trap							Activate only when your opponent Synchro Summons a monster. Special Summon 1 Tuner Monster used for that Synchro Summon from their Graveyard to your side of the field.
Urgent Synthesis	RGBT	UrgentSynthesis	Normal Spell							Return 1 "Iron Core of Koa'ki Meiru" from your Graveyard to the Deck. Special Summon 1 Level 4 or lower "Koa'ki Meiru" monster from your hand or your Graveyard.
Vanguard of the Dragon	RGBT	VanguardoftheDragon	Dragon/Effect	Earth	4	1700	1300			You can send 1 Dragon-Type monster from your hand to the Graveyard to have this card gain 300 ATK. When this card you control is sent to the Graveyard by your opponent's card effect, you can Special Summon 1 Dragon-Type Normal Monster from either player's Graveyard.
Wicked Rebirth	RGBT	WickedRebirth	Continuous Trap							Pay 800 Life Points, select 1 Synchro Monster from your Graveyard, and Special Summon it in face-up Attack Position. Its effect is negated, and this turn it cannot declare an attack. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.
Wonder Clover	RGBT	WonderClover	Normal Spell							Select 1 face-up monster you control and send 1 Level 4 Plant-Type monster from your hand to the Graveyard. During this turn, the selected monster can attack twice, but other monsters you control cannot declare an attack.
Dark Magician Knight	ROD	DarkMagicianKnight	Warrior/Effect	Dark	7	2500	2100			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of "Knight's Title". If this card is Special Summoned successfully, select 1 card on the field and destroy it.
Knight's Title	ROD	KnightsTitle	Normal Spell							Activate this card by Tributing 1 face-up "Dark Magician" on your side of the field. Special Summon 1 "Dark Magician Knight" From your hand, Deck or Graveyard
Sage's Stone	ROD	SagesStone	Normal Spell							Activate only when there is a face-up "Dark Magician Girl" on your side of the field. Special Summon 1 "Dark Magician" from your hand or Deck.
Baby Dragon	RP01	BabyDragon	Dragon	Wind	3	1200	700			Much more than just a child, this dragon is gifted with untapped power
Barrel Dragon	RP01	BarrelDragon	Machine/Effect	Dark	7	2600	2200			Toss a coin 3 times. If 2 out of 3 results are Heads, destroy 1 monster on your opponent's side of the Field. This card can only be used during your turn, once per turn.
Flame Swordsman	RP01	FlameSwordsman	Warrior/Fusion	Fire	5	1800	1600			Flame Manipulator + "Masaki the Legendary Swordsman"
Gate Guardian	RP01	GateGuardian	Warrior/Effect	Dark	11	3750	3400			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing "Sanga of the Thunder", "Kazejin" and "Suijin".
Gazelle the King of Mythical Beasts	RP01	GazelletheKingofMythicalBeasts	Beast	Earth	4	1500	1200			This monster moves so fast that it looks like an illusion to mortal eyes.
Harpie Lady	RP01	HarpieLady	Winged Beast	Wind	4	1300	1400			This human-shaped animal with wings is beautiful to watch but deadly in battle.
Jirai Gumo	RP01	JiraiGumo	Insect/Effect	Earth	4	2200	100			When you attack with this card, toss a coin and call it. If you call it right, attack normally. If you call it wrong, reduce your Life Points by half before attacking.
Man-Eater Bug	RP01	ManEaterBug	Insect/Effect	Earth	2	450	600			FLIP: Destroy 1 monster on the field.
Sanga of the Thunder	RP01	SangaoftheThunder	Thunder/Effect	Light	7	2600	2200			Activate only during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.
Shining Angel	RP01	ShiningAngel	Fairy/Effect	Light	4	1400	800			When this card is sent to the Graveyard as a result of battle, you can Special Summon 1 LIGHT monster with an ATK of 1500 or less in face-up Attack Position from your Deck. Then shuffle your Deck.
Toon Summoned Skull	RP01	ToonSummonedSkull	Fiend/Toon/Effect	Dark	6	2500	1200			This card cannot be Normal Summoned or Set. This card can only be Special Summoned while "Toon World" is on your side of the field. You can Special Summon this monster from your hand, but Tributes are required for monsters Level 5 or more. This card cannot attack in the turn that it is Summoned. Unless you pay 500 Life Points, this monster cannot attack. When "Toon World" on the field is destroyed, this card is also destroyed. If your opponent doesn't control a Toon Monster, this card can attack your opponent directly. If a face-up Toon Monster is on your opponent's side of the field, you must select the Toon Monster as an attack target.
Twin-Headed Thunder Dragon	RP01	TwinHeadedThunderDragon	Thunder/Fusion	Light	7	2800	2100			Thunder Dragon + "Thunder Dragon"
Gorz the Emissary of Darkness	RP02	GorztheEmissaryofDarkness1	Fiend/Effect	Dark	7	2700	2500		A1/T1	When you take damage from a card your opponent controls while you control no cards, you can Special Summon this card from your hand. Then activate the appropriate effect, based on the type of damage: *Battle Damage: Special Summon 1 "Emissary of Darkness Token" (Fairy-Type/LIGHT/Level 7/ATK ?/DEF ?). Its ATK and DEF are each equal to the amount of battle damage you took. *Effect Damage: Inflict damage to your opponent equal to the amount of damage you took.
Obnoxious Celtic Guard	RP02	ObnoxiousCelticGuard1	Warrior/Effect	Earth	4	1400	1200			This card cannot be destroyed by battle with a monster that has 1900 or more ATK.
Big Evolution Pill	SD09	BigEvolutionPill	Normal Spell							Tribute 1 Dinosaur-Type monster to activate this card. This card remains face-up on the field for 3 of your opponent's turns. While this card is face-up on the field, you can Normal Summon or Set Dinosaur-Type monsters without Tributing.
Black Stego	SD09	BlackStego	Dinosaur/Effect	Earth	4	1200	2000			When this card is selected as an attack target by your opponent's monster, this card is changed to Defense Position.
Black Tyranno	SD09	BlackTyranno	Dinosaur/Effect	Earth	7	2600	1800			If your opponent controls no cards except Defense Position Monster Cards, this card can attack your opponent directly.
Dark Driceratops	SD09	DarkDriceratops	Dinosaur/Effect	Earth	6	2400	1500			During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Five-Headed Dragon	SD09	FiveHeadedDragon	Dragon/Fusion/Effect	Dark	12	5000	5000			The Fusion Material Monsters for this card are any 5 Dragon-Type monsters. This monster cannot be Special Summoned except by Fusion Summon. This card does not take any Battle Damage and cannot be destroyed by battle with an EARTH, WATER, FIRE, WIND, or DARK monster. (Battle Damage is still inflicted to players.)
Hunting Instinct	SD09	HuntingInstinct	Normal Trap							Activate only when a monster is Special Summoned to your opponent's side of the field. Special Summon 1 Dinosaur-Type monster from your hand.
Jurassic World	SD09	JurassicWorld	Field Spell							All face-up Dinosaur-Type monsters gain 300 ATK and DEF.
Kabazauls	SD09	Kabazauls	Dinosaur	Water	4	1700	1500			A huge monster in the shape of a hippopotamus. The sneezing from his gigantic body is no fierce that people mistake it for a hurricane.
Malfunction	SD09	Malfunction	Counter Trap							Pay 500 Life Points. Negate the activation of a Trap Card and return it to its original position.
Megamorph	SD09	Megamorph	Equip Spell							While your Life Points are lower than your opponent's, double the original ATK of a monster equipped with this card. While your Life Points are higher, halve the original ATK.
Mesmeric Control	SD09	MesmericControl	Normal Spell							During your opponent's next turn after you activate this card, your opponent cannot change the battle positions of monsters, except with a card effect.
Riryoku	SD09	Riryoku	Normal Spell							Halve the ATK of 1 face-up monster and add the same amount to the ATK of another face-up monster, until the end of this turn.
Sebek's Blessing	SD09	SebeksBlessing	Quick-Play Spell							Activate only when a monster you control has attacked your opponent directly. Gain Life Points equal to the Battle Damage that the monster inflicted to your opponent.
