Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Hieroglyph Dragon - Setekh Dragon	GOV	U-GO25	Dragon/Effect	Light	8	2800	2000		UNR	Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) by banishing 3 Dragon-Type Normal Monsters in your Graveyard. Once per turn: You can banish 1 Dragon-Type monster from your Graveyard to target 1 card on the field; destroy it.
Inzektor Luciol	GOV	U-GO28	Insect/Effect	Dark	1	100	100		UNR	Once per turn: You can equip 1 "Inzektor" monster from your hand or Graveyard to this card. While this card is equipped to an "Inzektor" monster, you can look at all Set cards your opponent controls. While this card is equipped to a monster, increase the equipped monster's Level by 1, and it gains ATK and DEF to this card's ATK and DEF, respectively.
Inzektor Gruf	GOV	U-GO29	Insect/Effect	Dark	2	500	100		UNR	Once per turn: You can equip 1 "Inzektor" monster from your hand or Graveyard to this card. While this card is equipped to a monster, increase the equipped monster's Level by 2, and gains ATK and DEF equal to this card's ATK and DEF respectively. You can send this Equip Card to the Graveyard to target 1 monster you control; increase its Level by 2.
Inzektor Weeg	GOV	U-GO30	Insect/Effect	Dark	4	1000	1000		UNR	Once per turn: You can equip 1 "Inzektor" monster from your hand or Graveyard to this card. While this card is equipped to a monster, the equipped monster gains ATK and DEF equal to this card's ATK and DEF respectively. When this Equip Card is sent to the Graveyard: The monster this card was equipped to gains 1000 ATK until the End Phase.
Inzektor Giga-Grioll	GOV	U-GO31	Insect/Effect	Dark	5	2000	1300		UNR	You can banish 1 Insect-Type monster in your Graveyard to target 1 face-up "Inzektor" monster you control; equip this card from your Graveyard to that target. This effect of "Inzektor Giga-Grioll" can only be used once per turn. Its original ATK becomes 2000. When the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
Neo Galaxy-Eyes Photon Dragon	GOV	U-GO41	Dragon/Xyz/Effect	Light	*8	4500	3000		UNR	3 Level 8 monsters. When this card is Xyz Summoned using "Galaxy-Eyes Photon Dragon" as Xyz Material: Negate the effect(s) of all other face-up cards on the field. Once per turn: You can detach 1 Xyz Material from this card; detach all Xyz Materials from monsters your opponent controls. This turn, this card gains 500 ATK for each Xyz Material detached, and during this turn's Battle Phase, this card can attack equal to the number of Xyz Materials detached by this effect.
Number 32: Marine Biting Dragon - Shark Drake	GOV	U-GO42	Sea Serpent/Xyz/Effect	Water	*4	2800	2100		UNR	3 Level 4 monsters. Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; Special Summon that opponent's monster from the Graveyard to your opponent's side of the field with its ATK reduced by 1000, and have this card battle it once again.
Photon Streak Bouncer	GOV	U-GO43	Warrior/Xyz/Effect	Light	*6	2700	2000		UNR	2 Level 6 monsters. Once per turn, when a monster your opponent controls activates its effect: You can detach 1 Xyz Material from this card; negate that effect, and inflict 1000 damage to your opponent.
Photon Butterfly Assassin	GOV	U-GO44	Warrior/Xyz/Effect	Light	*4	2100	1800		UNR	2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card; change 1 Defense Position monster your opponent controls into face-up Attack Position, and decrease its ATK by 600.
Number 25: Fullmetal Photoglide - Focus Force	GOV	U-GO45	Machine/Xyz/Effect	Light	*6	2800	2400		UNR	2 Level 6 monsters. During either player's turn, when a Level 5 or higher monster your opponent controls activates its effect: You can detach 1 Xyz Material from this card; negate that effect.
Hieroglyph Dragon King - Atumus	GOV	U-GO47	Dragon/Xyz/Effect	Light	*6	2400	2100		UNR	2 Level 6 Dragon-Type monsters. Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 Dragon-Type monster from the Deck, but its ATK and DEF becomes 0. This card cannot declare an attack the turn you activated this effect.
Hieroglyph Dragon Deity - Ennead	GOV	U-GO48	Dragon/Xyz/Effect	Light	*8	3000	2400		UNR	2 Level 8 monsters. Once per turn: You can detach 1 Xyz Material from this card and Tribute any number of monsters you control or in your hand; destroy a number of cards your opponent controls equal to the same amount of monsters you Tributed.
Inzektor Exa-Stag	GOV	U-GO50	Insect/Xyz/Effect	Dark	*5	800	800		UNR	2 Level 5 Insect-Type monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 monster your opponent controls or in your opponent's Graveyard; equip it to this card. This card gains ATK equal to half of the Equip Card's ATK.
Downward Current	GOV	U-GO53	Normal Spell						UNR	Target 1 face-up monster you control and declare a Level from 1 to 3; that target becomes that Level.
Berserk Scales	GOV	U-GO54	Quick-Play Spell						UNR	Target 1 face-up monster you control; that target gains 1000 ATK but cannot attack your opponent directly this turn. During the End Phase, that target loses 2000 ATK.
Hieroglyph Seal of Gathering	GOV	U-GO56	Normal Spell						UNR	Add 1 "Hieroglyph" monster from your Deck to your hand.
Hieroglyph Seal of Superstrength	GOV	U-GO57	Normal Spell						UNR	Special Summon 1 "Hieroglyph" monster from your hand.
Recklessness	GOV	U-GO67	Normal Trap						UNR	If a Defense Position monster you control is targeted for an attack; change that Defense Position monster to face-up Attack Position. When that attacking monster is destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to that monster's original ATK.
Scales of Subordination	GOV	U-GO70	Normal Trap						UNR	When your opponent declares an attack: Target the attacking monster; change that target to Defense Position, and equip this card to that monster. Once per turn, during your Main Phase or either player's Battle Phase: You can change the equipped monster's battle position.
Hieroglyph Seal of Erasure	GOV	U-GO71	Normal Trap						UNR	Tribute 1 "Hieroglyph" monster you control to target 1 card your opponent controls; banish that target.
Inzektor Bow - Zektarrow	GOV	U-GOI1	Equip Spell						UNR	Equip only to an "Inzektor" monster. It gains 500 ATK. Your opponent cannot activate the effects of Spell, Trap, or Effect Monster in response to the equipped monster's effects.
Inzektor's Gauntlet	GOV	U-GOI2	Normal Trap						UNR	Target 1 face-up "Inzektor" monster you control; equip this card to that target. It gains 1000 DEF and cannot be destroyed by your opponent's card effects.
Bound Wand	GOV	U-GOS1	Equip Spell						UNR	Equip only to a Spellcaster-Type monster. It gains 100 ATK x its Level. If the equipped monster is destroyed by your opponent, and this card is sent to the Graveyard: You can Special Summon that monster from the Graveyard.
Minimum Guts	GOV	U-GOS2	Normal Spell						UNR	Tribute 1 monster you control to target 1 face-up monster your opponent controls; that target's ATK becomes 0 until the End Phase. This turn, when the target was destroyed by battle and sent to the Graveyard, inflict damage to your opponent equal to its original ATK.
Clever Schemes	GOV	U-GOT1	Normal Trap						UNR	You can discard 1 monster from your hand to target 1 face-up monster on the field; that target loses ATK equal to the original ATK of the discarded monster.
Command of the Sword	GOV	U-GOT2	Normal Trap						UNR	During your opponent's Draw Phase, when your opponent performs a normal draw: Your opponent must reveal their normal draw; if it is a Spell or Trap Card, apply 1 of these effects. *Discard the revealed card. *Target and destroy 1 Spell or Trap Card your opponent controls.
String Devil Muzumuzu Rhythm	S12	U-YL40	Fiend/Xyz/Effect	Wind	*3	1500	1000		UNR	2 Level 3 monsters. When a "Devil" Xyz Monster you control attacks an opponent's monster, during the Damage Step only: You can detach 1 Xyz Material from this card; double that monster's ATK until the End Phase. The effects of "String Devil Muzumuzu Rhythm" can only be used once per turn.
Drum Devil Tenten Tempo	S12	U-YL41	Fiend/Xyz/Effect	Earth	*3	1700	1000		UNR	2 Level 3 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from a face-up "Devil" Xyz Monster you control to target 1 Xyz Monster your opponent controls; detach all Xyz Material from that target, and for each Xyz Material detached this way, face-up "Devil" Xyz Monsters you control gain 500 ATK.
Number 50: Black Corn	YZ2	U-YZZ2	Plant/Xyz/Effect	Dark	*4	2100	1500		UNR	2 Level 4 monsters. You can detach 1 Xyz Material from this card to target 1 monster your opponent controls with ATK lower than or equal to this card; send that target to the Graveyard, and inflict 1000 damage to your opponent. This card cannot attack the turn you activated this effect.
