Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Dark Scorpion - Meanae The Thorn	DR1	DarkScorpionMeanaeTheThorn	Warrior/Effect	Dark	4	1000	1800			When this card inflicts Battle Damage to your opponent's Life Points, you can select and activate 1 of the following effects: ? Select 1 card that includes "Dark Scorpion" in its card name, or is named "Cliff the Trap Remover", from your Deck and add it to your hand. ? Select 1 card that includes "Dark Scorpion" in its card name, or is named "Cliff the Trap Remover", from your Graveyard and add it to your hand.
Dark Scorpion Combination	DR1	DarkScorpionCombination	Normal Trap							Activate only when you have "Don Zaloog", "Cliff the Trap Remover", "Dark Scorpion - Chick the Yellow", "Dark Scorpion - Gorg the Strong", and "Dark Scorpion - Meanae the Thorn" face-up on your side of the field. During the turn this card is activated, any of these 5 cards can attack your opponent directly. In that case, the Battle Damage inflicted by each of those cards (that attack your opponent directly) becomes 400 points.
Dark Snake Syndrome	DR1	DarkSnakeSyndrome	Continuous Spell							Inflict damage to both players' Life Points during each of your Standby Phases. The first damage begins at 200 points and is doubled during each of your following Standby Phases.
Darkbishop Archfiend	DR1	DarkbishopArchfiend	Fiend/Effect	Water	3	300	1400			The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is specifcally designated as a target of the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.
Decayed Commander	DR1	DecayedCommander	Zombie/Effect	Earth	4	1000	1500			When this card is Normal Summoned successfully, you can Special Summon 1 "Zombie Tiger" from your hand. If this card successfully attacks your opponent's Life Points directly, your opponent discards 1 card randomly from his/her hand.
Demotion	DR1	Demotion	Equip Spell							Downgrade the monster equipped with this card by 2 Levels.
Des Dendle	DR1	DesDendle	Plant/Union/Effect	Earth	4	300	2000			Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your "Vampire Orchis" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster destroys 1 of your opponent's monsters, Special Summon 1 "Wicked Plant Token" (Plant-Type/EARTH/1 Star/ATK 800/DEF 800). (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
Des Feral Imp	DR1	DesFeralImp	Reptile/Effect	Dark	4	1600	1800			FLIP: Select 1 card from your Graveyard and add it to your Deck. Then shuffle your Deck.
Desrook Archfiend	DR1	DesrookArchfiend	Fiend/Effect	Light	3	1100	1800			The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is specifically designated as a target of the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. When a "Terrorking Archfiend" on your side of the field is destroyed and sent to the Graveyard, you can send this card from your hand to the Graveyard to Special Summon the "Terrorking Archfield".
Dice Re-Roll	DR1	DiceReRoll	Normal Trap							After this card is activated, for the rest of this turn you can negate 1 six-sided die roll and re-roll it.
Disarmament	DR1	Disarmament	Normal Trap							Destroy all Equip Cards on the field.
Disturbance Strategy	DR1	DisturbanceStrategy	Normal Trap							Your opponent adds all cards in his/her hand to the Deck and shuffles the Deck. Your opponent then draws the same number of cards that he/she added to the Deck.
Emblem of Dragon Destroyer	DR1	EmblemofDragonDestroyer	Normal Spell							Add 1 "Buster Blader" from your Deck or your Graveyard to your hand.
Exhausting Spell	DR1	ExhaustingSpell	Normal Trap							Remove all Spell Counters on both sides of the field.
Falling Down	DR1	FallingDown	Equip Spell							Destroy this card if there is no Archfiend card on your side of the field. Take control of 1 of your opponent's monsters that is equipped with this card. You take 800 points of damage during each of your opponent's Standby Phases.
Fear from the Dark	DR1	FearfromtheDark	Zombie/Effect	Dark	4	1700	1500			When this card is sent directly from your hand or Deck to your Graveyard by your opponent's card effect, Special Summon this card to your side of the field.
Final Attack Orders	DR1	FinalAttackOrders	Continuous Trap							As long as this card remains face-up on the field, all face-up monsters on the field are changed to Attack Position and their battle position cannot be changed.
Frontline Base	DR1	FrontlineBase	Continuous Spell							Once per turn, during your Main Phase, you can Special Summon 1 Union Monster of Level 4 or lower from your hand.
Gagagigo	DR1	Gagagigo	Reptile	Water	4	1850	1000			This young evildoer used to have an evil heart, but by meeting a special person, he discovered justice.
Gather Your Mind	DR1	GatherYourMind	Normal Spell							Add 1 "Gather Your Mind" card from your Deck to your hand. Your Deck is then shuffled. You can only use 1 "Gather your Mind" per turn.
Giant Orc	DR1	GiantOrc	Fiend/Effect	Dark	4	2200	0			If this card attacks, it is changed to Defense Position at the end of the Battle Phase. You cannot change this battle position until the end of your next turn.
Goblin of Greed	DR1	GoblinofGreed	Fiend/Effect	Earth	4	1000	1800			As long as this card remains face-up on your side of the field, neither player can discard from his/her hand as a cost.
Gravekeeper's Assailant	DR1	GravekeepersAssailant	Spellcaster/Effect	Dark	4	1500	1500			You cannot activate this card's effect unless "Necrovalley" is on the field. When this card declares an attack, you can change the battle position of 1 face-up monster on your opponent's side of the field.
Gravekeeper's Cannonholder	DR1	GravekeepersCannonholder	Spellcaster/Effect	Dark	4	1400	1200			Tribute 1 Monster Card on your side of the field that includes "Gravekeeper's" in its card name to inflict 700 damage to your opponent. You cannot Tribute "Gravekeeper's Cannonholder" for this effect.
Gravekeeper's Curse	DR1	GravekeepersCurse	Spellcaster/Effect	Dark	3	800	800			When this card is Normal Summoned, Flip Summoned, or Special Summoned, inflict 500 damage to your opponent.
Gravekeeper's Guard	DR1	GravekeepersGuard	Spellcaster/Effect	Dark	4	1000	1900			FLIP: Return 1 monster on your opponent's side of the field to its owner's hand.
Gravekeeper's Spear Soldier	DR1	GravekeepersSpearSoldier	Spellcaster/Effect	Dark	4	1500	1000			When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.
Gravekeeper's Vassal	DR1	GravekeepersVassal	Spellcaster/Effect	Dark	3	700	500			The Battle Damage this card inflicts to your opponent's Life Points is treated as Effect Damage instead.
Gravekeeper's Watcher	DR1	GravekeepersWatcher	Spellcaster/Effect	Dark	4	1000	1000			When your opponent activates a card that includes an effect whereby your opponent discards from his/her hand, send this card from your hand to the Graveyard to negate the activation and the effect of the card and destroy it.
Great Maju Garzett	DR1	GreatMajuGarzett	Fiend/Effect	Dark	6	0	0			The ATK of this card becomes twice the original ATK of the Tribute Monster you used to Tribute Summon this card.
Great Phantom Thief	DR1	GreatPhantomThief	Spellcaster/Effect	Earth	3	1000	1000			Each time this card inflicts Battle Damage to your opponent's Life Points, declare the name of 1 card. Then see your opponent's hand and discard all copies of the declared card in his/her hand to the Graveyard.
Helpoemer	DR1	Helpoemer	Fiend/Effect	Dark	5	2000	1400			If this card is destroyed and sent to the Graveyard as a result of battle, this card's effect is activated. As long as this card is in the Graveyard, your opponent discards 1 card randomly from his/her hand at the end of his/her Battle Phase. This card cannot be Special Summoned from the Graveyard.
Huge Revolution	DR1	HugeRevolution	Normal Trap							This card can only be activated during your Main Phase when "People Running About", "Oppressed People", and "United Resistance" are face-up on your side of the field. Send all cards in your opponent's hand to the Graveyard and destroy all cards your opponent controls on the field.
Incandescent Ordeal	DR1	IncandescentOrdeal	Ritual Spell							This card is used to Ritual Summon "Legendary Flame Lord". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.
Infernalqueen Archfiend	DR1	InfernalqueenArchfiend	Fiend/Effect	Fire	4	900	1500			The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.
Inpachi	DR1	Inpachi	Machine	Earth	4	1600	1900			A log that attacks lost travelers in the forest. Originally a big tree, it was cut down and possessed by a wicked spirit.
Iron Blacksmith Kotetsu	DR1	IronBlacksmithKotetsu	Beast-Warrior/Effect	Fire	2	500	500			FLIP: Select 1 Equip Spell Card from your Deck and add it to your hand.
Jar Robber	DR1	JarRobber	Quick-Play Spell							Activate only when "Pot of Greed" is activated. Negate the effect of the "Pot of Greed". You draw 1 card from your Deck.
Kaiser Colosseum	DR1	KaiserColosseum	Continuous Spell							If there is 1 or more monster(s) on the field of the controller of this card, his/her opponent cannot place a monster on the field if his/her number of monsters would exceed the number of monsters that are on the field of this card's controller. The cards that are already on the field before this card's activation are unaffected by this effect.
Kishido Spirit	DR1	KishidoSpirit	Continuous Spell							Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.
Koitsu	DR1	Koitsu	Fairy/Union/Effect	Water	10	200	100			Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "Aitsu" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 3000 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
Legendary Flame Lord	DR1	LegendaryFlameLord	Spellcaster/Ritual/Effect	Fire	7	2400	2000			This card can only be Ritual Summoned with the Ritual Spell Card, "Incandescent Ordeal". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.
Master Kyonshee	DR1	MasterKyonshee	Zombie	Earth	4	1750	1000			A wandering Kyonshee searching for a strong rival to defeat. They say he was known as the master of all martial arts.
Metalsilver Armor	DR1	MetalsilverArmor	Equip Spell							As long as you control the monster equipped with this card, your opponent cannot use the effect of a Spell, Trap, or Effect Monster that targets 1 monster, except the equipped monster.
Mirage Knight	DR1	MirageKnight	Warrior/Effect	Light	8	2800	2000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of "Dark Flare Knight". When this card battles another monster, during damage calculation increase the ATK of this card by the original ATK of the opponent's monster. During the End Phase after this card was involved in battle, remove this card from play.
Mystical Knight of Jackal	DR1	MysticalKnightofJackal	Beast-Warrior/Effect	Light	7	2700	1200			When this card destroys 1 monster on your opponent's side of the field and sends it to your opponent's Graveyard as a result of battle, you can then return the card to the top of your opponent's Deck.
Poison of the Old Man	DR1	PoisonoftheOldMan	Quick-Play Spell							Select and activate 1 of the following effects: ? Increases your Life Points by 1200 points. ? Inflict 800 points of Direct Damage to your opponent's Life Points.
Question	DR1	Question	Normal Spell							When activating this card, your opponent cannot check cards in the Graveyard. Your opponent calls the name of the first monster found at the bottom of your Graveyard. If he/she calls it right, the monster is removed from play. If he/she calls it wrong, the monster is Special Summoned to your side of the field.
Rod of the Mind's Eye	DR1	RodoftheMindsEye	Equip Spell							When a monster equipped with this card inflicts Battle Damage to your opponent, the damage becomes 1000 points.
Royal Tribute	DR1	RoyalTribute	Normal Spell						A2/T2	This card can only be activated when "Necrovalley" is on your side of the field. Both players discard all Monster Cards in their hands to the Graveyard.
Sasuke Samurai #2	DR1	SasukeSamurai2	Warrior/Effect	Wind	1	200	300			Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.
Senri Eye	DR1	SenriEye	Continuous Spell							During each of your Standby Phases, you can see 1 card on the top of your opponent's Deck and return it to its original position by paying 100 Life Points. Your opponent cannot see the card.
Shadowknight Archfiend	DR1	ShadowknightArchfiend	Fiend/Effect	Wind	4	2000	1600			The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not optional). When this card is specifically designated as a target of the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. The Battle Damage this card inflicts to your opponent's Life Points is halved.
Shinato, King of a Higher Plane	DR1	ShinatoKingofaHigherPlane	Fairy/Ritual/Effect	Light	8	3300	3000			This card can only be Ritual Summoned with the Ritual Spell Card, "Shinato's Ark". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand. When a Defense Position monster on your opponent's side of the field is destroyed and sent to the Graveyard by this card as a result of battle, inflict damage to your opponent's Life Points equal to the original ATK of the destroyed monster.
Shinato's Ark	DR1	ShinatosArk	Ritual Spell							This card is used to Ritual Summon "Shinato, King of a Higher Plane". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Shooting Star Bow - Ceal	DR1	ShootingStarBowCeal	Equip Spell							A monster equipped with this card decreases its ATK by 1000 points. A monster equipped with this card can attack your opponent directly.
Skull Archfiend of Lightning	DR1	SkullArchfiendofLightning	Fiend/Effect	Dark	6	2500	1200			The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is specifically designated as a target of the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.
Staunch Defender	DR1	StaunchDefender	Normal Trap							Activate only when your opponent declares an attack. Select 1 face-up monster on your side of the field. During the turn this card is activated, your opponent can only attack the monster you selected. Your opponent must attack the selected monster with all face-up monsters on his/her side of the field.
Terrorking Archfiend	DR1	TerrorkingArchfiend	Fiend/Effect	Dark	4	2000	1500			You cannot Normal Summon or Flip Summon this card unless you have an Archfiend Monster Card on your side of the field. The controller of this card pays 800 Life Points during each of his.her Standby Phases (this is not optional). When this card is specifically designated as a target of the effect of a card controlled by your opponent, whe resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. Also, negate the effect of an Effect Monster that is destroyed by this monster in battle.
Thunder of Ruler	DR1	ThunderofRuler	Normal Trap							Activate only during your opponent's Standby Phase. During the turn this card is activated your opponent cannot perform his/her Battle Phase.
Tribute Doll	DR1	TributeDoll	Normal Spell							Tribute 1 monster to activate this card. Special Summon 1 Level 7 monster that can be Normal Summoned from your hand. That monster cannot attack this turn.
Twin Swords of Flashing Light - Tryce	DR1	TwinSwordsofFlashingLightTryce	Equip Spell							You must send 1 card from your hand to your Graveyard when you activate this card. A monster equipped with this card decreases its ATK by 500 points. A monster equipped with this card can attack twice during the same Battle Phase.
Union Rider	DR1	UnionRider	Machine/Effect	Wind	2	1000	1000			You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.
United Resistance	DR1	UnitedResistance	Thunder	Wind	3	1000	400			The people that gather to swear to fight their oppressors. A revolution is cooking.
Winged Sage Falcos	DR1	WingedSageFalcos	Winged Beast/Effect	Wind	4	1700	1200			You can return your opponent's face-up Attack Position monster that is sent to the Graveyard by this monster as a result of battle to the top of his/her Deck.
Yomi Ship	DR1	YomiShip	Aqua/Effect	Water	3	800	1400			When this card is destroyed and sent to the Graveyard as a result of battle, destroy the monster that destroyed this card.
Z-Metal Tank	DR1	ZMetalTank	Machine/Union/Effect	Light	4	1500	1300			Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your "X-Head Cannon" or "Y-Dragon Head" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 600 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
3-Hump Lacooda	DR2	3HumpLacooda	Beast/Effect	Earth	3	500	1500			If there are 3 face-up "3-Hump Lacooda" cards on your side of the field, Tribute 2 of them to draw 3 cards.
Absorbing Kid from the Sky	DR2	AbsorbingKidfromtheSky	Fairy/Effect	Light	4	1300	1000			When this card destroys a monster and sends it to the Graveyard as a result of battle, increase your Life Points by the Level of the destroyed monster x 300 points.
Amplifier	DR2	Amplifier	Equip Spell							Equip only to "Jinzo". While this card is equipped, the equipped monster's effect does not negate the effects of its controller's Trap Cards. When this card is removed from the field, destroy the equipped monster. This card's activation and effect cannot be negated.
Anti-Aircraft Flower	DR2	AntiAircraftFlower	Plant/Effect	Earth	3	0	1600			By Tributing 1 Insect-Type monster on your side of the field inflict 800 points of damage to your opponent's Life Points.
Arcane Archer of the Forest	DR2	ArcaneArcheroftheForest	Warrior/Effect	Earth	3	900	1400			While there is a Plant-Type monster on your side of the field, this card cannot be attacked. By Tributing 1 Plant-Type monster on your side of the field, destroy 1 Spell or Trap Card on the field.
Aswan Apparition	DR2	AswanApparition	Fiend/Effect	Dark	3	500	500			When this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck.
Balloon Lizard	DR2	BalloonLizard	Reptile/Effect	Earth	4	500	1900			Put 1 counter on this card during each of your Stanby Phases. When this card is destroyed, inflict damage equal to the number of counters x 400 points to the controller of the card that destroyed this card.
Big Burn	DR2	BigBurn	Normal Trap							Activate only when your opponent activates a card that specifically designates a monster in the Graveyard as a target. Remove all monsters in both players' Graveyards from play.
Big Koala	DR2	BigKoala	Beast	Earth	7	2700	2000			A species of Des Koala. He's meek, but people are afraid of him because he is very powerful.
Blasting the Ruins	DR2	BlastingtheRuins	Normal Trap							Activate only if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponents Life Points.
Blazing Inpachi	DR2	BlazingInpachi	Pyro	Fire	4	1850	0			A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.
Bowganian	DR2	Bowganian	Machine/Effect	Dark	3	1300	1000			During Each of your Standby Phases, inflict 600 damage to your opponent.
Burning Algae	DR2	BurningAlgae	Pyro/Effect	Fire	3	500	1500			When this card is sent to the Graveyard, increase your opponent's Life Points by 1000 points.
